citizenId,age,gender,archetype,socialCreditScore,trust,fear,altruism,ambition,curiosity,routine,riskAverse,techSavvy,socialEngagement,healthConsciousness
ALPHA-47-635,49,Male,The Cautious Observer,57.2112,0.2082,0.9225,0.2409,0.1814,0.3798,0.6062,0.7606,0.2833,0.3169,0.7277
ALPHA-96-132,50,Female,The Stoic Engineer,64.5083,0.6724,0.3856,0.3381,0.5170,0.6939,0.7726,0.6087,0.8206,0.3651,0.4802
ALPHA-64-921,53,Male,The Stoic Engineer,54.2989,0.6457,0.3702,0.2534,0.7227,0.8124,0.6473,0.5978,0.8567,0.1799,0.3978
ALPHA-58-911,56,Male,The Cautious Observer,70.0537,0.3087,0.7438,0.4059,0.5920,0.2499,0.8730,0.8247,0.7456,0.3508,0.7507
ALPHA-88-740,28,Female,The Stoic Engineer,73.4279,0.6001,0.3494,0.8724,0.5673,0.9065,0.9316,0.6853,0.9257,0.1584,0.3306
ALPHA-49-443,16,Female,The Disillusioned Artist,51.0007,0.2760,0.7325,0.4938,0.5124,0.7071,0.2103,0.2785,0.1181,0.4721,0.6213
ALPHA-40-359,42,Male,The Cautious Observer,64.1052,0.3073,0.9393,0.1563,0.2612,0.4442,0.7884,0.8650,0.2052,0.2258,0.8648
ALPHA-80-082,67,Female,The Ambitious Entrepreneur,61.2141,0.5399,0.2570,0.8517,0.8378,0.7953,0.6340,0.2240,0.8802,0.8308,0.3452
ALPHA-88-323,16,Male,The Disillusioned Artist,40.5339,0.1256,0.5276,0.4733,0.4868,0.8842,0.1713,0.5875,0.8909,0.4663,0.2295
ALPHA-90-422,53,Female,The Stoic Engineer,62.7387,0.3217,0.4774,0.4520,0.2616,0.9131,0.7672,0.6767,0.8513,0.3262,0.7441
ALPHA-12-281,34,Male,The Community Builder,78.1988,0.7975,0.8155,0.7031,0.4904,0.4892,0.7710,0.4884,0.1028,0.7842,0.8942
ALPHA-45-363,65,Female,The Disillusioned Artist,52.1891,0.4150,0.7203,0.5463,0.4512,0.9802,0.2027,0.4769,0.5751,0.2715,0.4575
ALPHA-94-969,18,Female,The Disillusioned Artist,44.1146,0.1907,0.7637,0.5265,0.3960,0.9239,0.2227,0.2619,0.5235,0.4638,0.6691
ALPHA-51-392,27,Male,The Community Builder,76.8204,0.7517,0.2324,0.9764,0.4714,0.6358,0.6356,0.6315,0.1417,0.7549,0.7791
ALPHA-04-593,41,Female,The Community Builder,72.0212,0.8709,0.2129,0.7635,0.1926,0.6392,0.7689,0.1831,0.7191,0.7170,0.5544
ALPHA-69-260,64,Female,The Community Builder,70.7679,0.7899,0.8967,0.8382,0.3860,0.7764,0.4798,0.8866,0.1543,0.8117,0.5821
ALPHA-21-641,48,Female,The Disillusioned Artist,51.9602,0.2635,0.5112,0.7977,0.6101,0.7059,0.1678,0.5397,0.2544,0.5754,0.2927
ALPHA-29-872,32,Female,The Community Builder,76.3953,0.8077,0.6370,0.7792,0.3422,0.6429,0.7942,0.7186,0.1792,0.8534,0.5736
ALPHA-70-901,66,Male,The Cautious Observer,59.5843,0.3845,0.8418,0.1381,0.3272,0.5964,0.7837,0.8473,0.7392,0.1662,0.5115
ALPHA-41-229,27,Male,The Idealistic Activist,56.8287,0.8811,0.8089,0.7075,0.7344,0.4386,0.1159,0.3440,0.5648,0.7820,0.7370
ALPHA-11-223,60,Male,The Cautious Observer,66.9463,0.3371,0.6643,0.3651,0.8332,0.3280,0.7534,0.9386,0.5503,0.2766,0.7790
ALPHA-82-006,31,Female,The Idealistic Activist,60.2076,0.6134,0.1858,0.8685,0.5965,0.5739,0.1773,0.4461,0.8120,0.8252,0.4378
ALPHA-12-698,57,Female,The Stoic Engineer,66.8319,0.3976,0.3590,0.5359,0.2636,0.7479,0.6476,0.6038,0.9408,0.2595,0.8351
ALPHA-90-029,50,Male,The Community Builder,72.2629,0.7679,0.3608,0.8983,0.1566,0.1811,0.6571,0.2060,0.6360,0.8335,0.7076
ALPHA-50-984,33,Male,The Disillusioned Artist,51.5096,0.3227,0.6945,0.5386,0.2803,0.7010,0.3408,0.4139,0.2367,0.2514,0.6646
ALPHA-92-327,24,Female,The Community Builder,69.8484,0.9179,0.4621,0.7717,0.2938,0.5748,0.5525,0.3251,0.3580,0.7302,0.8312
ALPHA-37-491,36,Male,The Stoic Engineer,60.6978,0.3245,0.4809,0.2873,0.7223,0.8061,0.9245,0.6315,0.8507,0.1776,0.4572
ALPHA-73-587,47,Male,The Idealistic Activist,69.6118,0.6755,0.5911,0.9146,0.6236,0.3546,0.3734,0.4117,0.5761,0.7810,0.6805
ALPHA-18-188,64,Female,The Stoic Engineer,63.9708,0.5504,0.2769,0.1603,0.5919,0.7190,0.8450,0.7723,0.8508,0.3846,0.8688
ALPHA-49-315,51,Female,The Community Builder,64.8937,0.6772,0.6063,0.8218,0.4309,0.3828,0.4154,0.3542,0.4102,0.9585,0.8897
ALPHA-49-097,24,Female,The Ambitious Entrepreneur,44.1294,0.1642,0.1087,0.8283,0.9453,0.1589,0.3843,0.1311,0.7180,0.6780,0.1799
ALPHA-81-995,64,Male,The Cautious Observer,68.2551,0.4812,0.8541,0.5212,0.5503,0.4565,0.6773,0.9060,0.8292,0.3913,0.5112
ALPHA-27-834,61,Male,The Ambitious Entrepreneur,53.8222,0.4535,0.4523,0.6984,0.8645,0.5216,0.5343,0.1205,0.6197,0.6227,0.2884
ALPHA-78-666,48,Female,The Cautious Observer,75.0654,0.4391,0.8886,0.5777,0.2450,0.2252,0.8228,0.9589,0.2710,0.2244,0.6403
ALPHA-37-430,42,Male,The Idealistic Activist,66.5888,0.8028,0.4018,0.9642,0.7077,0.8905,0.2678,0.4069,0.5771,0.7074,0.7111
ALPHA-91-480,34,Female,The Ambitious Entrepreneur,44.7358,0.8671,0.3847,0.1651,0.8493,0.5794,0.4049,0.1729,0.7057,0.5028,0.2759
ALPHA-07-067,68,Female,The Stoic Engineer,70.0550,0.5185,0.3808,0.8973,0.4124,0.7050,0.8369,0.5537,0.7737,0.3963,0.5522
ALPHA-58-468,20,Female,The Idealistic Activist,48.6754,0.5132,0.3642,0.7700,0.1799,0.3620,0.2756,0.4795,0.7291,0.7140,0.1756
ALPHA-12-786,37,Female,The Cautious Observer,60.5556,0.3731,0.8557,0.4360,0.5035,0.7820,0.8171,0.7114,0.6506,0.1929,0.2639
ALPHA-05-436,30,Female,The Idealistic Activist,60.6027,0.7710,0.5586,0.8867,0.5649,0.3439,0.1293,0.4141,0.1401,0.8337,0.5697
ALPHA-80-556,56,Female,The Cautious Observer,58.6956,0.2677,0.9397,0.2863,0.2515,0.8175,0.6683,0.8490,0.1132,0.2249,0.4413
ALPHA-21-857,27,Female,The Disillusioned Artist,45.7248,0.1233,0.7616,0.7686,0.5498,0.8500,0.2426,0.2198,0.8989,0.2559,0.6924
ALPHA-61-261,66,Female,The Community Builder,80.9877,0.7546,0.2509,0.9163,0.8576,0.6923,0.6886,0.5527,0.8541,0.8510,0.8864
ALPHA-85-426,71,Male,The Cautious Observer,76.2194,0.2649,0.8557,0.7238,0.7785,0.8059,0.7997,0.9402,0.8305,0.3794,0.7516
ALPHA-39-569,27,Male,The Stoic Engineer,64.6338,0.6521,0.4912,0.7037,0.8360,0.7357,0.6003,0.5199,0.7804,0.2433,0.7507
ALPHA-45-987,35,Female,The Cautious Observer,56.6776,0.2311,0.6614,0.5563,0.2966,0.4505,0.8757,0.8448,0.3007,0.1305,0.2237
ALPHA-97-127,57,Male,The Disillusioned Artist,49.9111,0.4967,0.5489,0.4413,0.5215,0.8904,0.2562,0.3236,0.4196,0.4930,0.2198
ALPHA-89-508,40,Female,The Ambitious Entrepreneur,52.4547,0.5544,0.3924,0.7639,0.7010,0.3356,0.4456,0.2430,0.9411,0.5564,0.4613
ALPHA-57-898,47,Female,The Community Builder,74.6925,0.8177,0.6515,0.8426,0.6456,0.4703,0.7482,0.8126,0.6910,0.7806,0.6657
ALPHA-34-692,35,Female,The Ambitious Entrepreneur,54.5850,0.1639,0.1076,0.2782,0.9664,0.3600,0.3730,0.2941,0.6622,0.8757,0.8672
ALPHA-41-727,59,Male,The Disillusioned Artist,53.4515,0.3099,0.8197,0.4035,0.6382,0.7054,0.3866,0.4950,0.6692,0.4845,0.7685
ALPHA-81-797,31,Female,The Stoic Engineer,85.2764,0.6544,0.3202,0.7790,0.3838,0.9340,0.8495,0.8884,0.8918,0.2950,0.8570
ALPHA-95-765,68,Female,The Cautious Observer,51.6631,0.2180,0.8714,0.2677,0.7696,0.7095,0.7042,0.7601,0.3007,0.1490,0.2994
ALPHA-14-814,31,Female,The Disillusioned Artist,45.9022,0.1458,0.6153,0.7368,0.3726,0.8856,0.3297,0.4087,0.7112,0.5800,0.3801
ALPHA-14-290,42,Female,The Idealistic Activist,61.2664,0.8843,0.5812,0.9292,0.7151,0.1578,0.4508,0.4413,0.7450,0.8032,0.2169
ALPHA-70-611,30,Male,The Cautious Observer,66.0930,0.4087,0.8296,0.2791,0.2935,0.3215,0.6622,0.8778,0.3753,0.1971,0.7227
ALPHA-08-181,22,Female,The Stoic Engineer,60.8808,0.6693,0.2515,0.1979,0.6839,0.9008,0.8930,0.8909,0.7741,0.1176,0.2703
ALPHA-42-441,20,Female,The Stoic Engineer,70.6175,0.5230,0.3528,0.2123,0.7051,0.7476,0.9473,0.8726,0.9802,0.3103,0.6581
ALPHA-20-982,31,Male,The Ambitious Entrepreneur,54.0596,0.8158,0.2751,0.2302,0.8524,0.8231,0.4428,0.1695,0.6256,0.7829,0.5920
ALPHA-44-672,71,Male,The Community Builder,77.2693,0.9032,0.8175,0.7040,0.6798,0.8510,0.7694,0.5763,0.7092,0.9540,0.5752
ALPHA-85-639,58,Female,The Stoic Engineer,69.6798,0.4686,0.4113,0.5140,0.7408,0.8144,0.8981,0.6715,0.8303,0.3259,0.7400
ALPHA-56-070,27,Male,The Idealistic Activist,64.9608,0.8260,0.7107,0.8708,0.3037,0.8255,0.3743,0.3034,0.3690,0.6639,0.7246
ALPHA-53-630,32,Female,The Ambitious Entrepreneur,67.1777,0.7312,0.4147,0.6878,0.7427,0.3568,0.5518,0.1245,0.7328,0.7326,0.8612
ALPHA-65-484,34,Male,The Cautious Observer,54.7855,0.2055,0.7876,0.3030,0.4079,0.2056,0.8235,0.7119,0.6648,0.3366,0.2004
ALPHA-14-569,31,Male,The Idealistic Activist,69.3478,0.8372,0.3986,0.7433,0.4038,0.4663,0.2884,0.4129,0.3527,0.7985,0.8973
ALPHA-37-626,43,Female,The Ambitious Entrepreneur,58.2145,0.5762,0.4166,0.7759,0.8294,0.2540,0.4918,0.1206,0.6589,0.6266,0.4866
ALPHA-82-041,38,Female,The Ambitious Entrepreneur,52.1061,0.3740,0.2445,0.3007,0.8661,0.6541,0.4300,0.1103,0.8980,0.8992,0.7166
ALPHA-61-476,30,Female,The Cautious Observer,56.2796,0.4200,0.6082,0.1004,0.3155,0.8424,0.7416,0.8555,0.7198,0.1512,0.3104
ALPHA-83-044,30,Male,The Community Builder,66.6160,0.7136,0.7255,0.7725,0.2808,0.3273,0.4180,0.3147,0.1035,0.7149,0.8772
ALPHA-32-658,35,Female,The Stoic Engineer,68.8483,0.5179,0.4613,0.3187,0.5349,0.7485,0.7021,0.8770,0.7192,0.3809,0.6490
ALPHA-17-425,23,Male,The Community Builder,74.2212,0.7262,0.6762,0.7696,0.6458,0.7845,0.7677,0.6869,0.5926,0.7322,0.6095
ALPHA-96-490,38,Female,The Community Builder,66.5836,0.6636,0.4760,0.7205,0.5673,0.6883,0.6299,0.5352,0.4267,0.8843,0.7525
ALPHA-43-228,23,Male,The Disillusioned Artist,46.6142,0.1276,0.6505,0.4147,0.5736,0.9036,0.3648,0.4966,0.5862,0.3083,0.7035
ALPHA-92-863,66,Male,The Cautious Observer,60.2160,0.2321,0.8713,0.3506,0.1497,0.1948,0.6087,0.9202,0.7820,0.3290,0.7590
ALPHA-42-413,38,Female,The Disillusioned Artist,42.5717,0.3630,0.6759,0.5006,0.7995,0.9088,0.3980,0.2474,0.8715,0.4293,0.2800
ALPHA-40-825,16,Female,The Stoic Engineer,73.0893,0.5243,0.4927,0.6579,0.7012,0.8886,0.9321,0.8752,0.9649,0.3776,0.6182
ALPHA-97-286,17,Female,The Cautious Observer,67.6016,0.4844,0.8680,0.7652,0.7615,0.5882,0.6273,0.7662,0.3621,0.1563,0.6639
ALPHA-73-935,60,Male,The Stoic Engineer,66.8887,0.3908,0.2587,0.3125,0.3778,0.8851,0.8427,0.7144,0.8985,0.1371,0.6276
ALPHA-61-218,65,Female,The Idealistic Activist,52.6146,0.5454,0.6759,0.7186,0.8354,0.7468,0.2067,0.4229,0.2319,0.8513,0.4715
ALPHA-88-073,54,Female,The Cautious Observer,63.1280,0.3930,0.7196,0.3320,0.1854,0.8268,0.7179,0.9257,0.2771,0.3340,0.7269
ALPHA-19-130,16,Female,The Idealistic Activist,64.7992,0.7179,0.4665,0.7651,0.4373,0.3372,0.3880,0.4549,0.6109,0.8632,0.8504
ALPHA-66-490,61,Male,The Stoic Engineer,62.1946,0.5884,0.3821,0.3665,0.8538,0.6644,0.7148,0.7225,0.7247,0.2288,0.7266
ALPHA-34-126,32,Female,The Cautious Observer,70.1564,0.4662,0.9071,0.3254,0.7628,0.3905,0.8584,0.9116,0.1512,0.3483,0.8525
ALPHA-21-212,43,Male,The Ambitious Entrepreneur,67.8356,0.6125,0.6168,0.6178,0.7250,0.2936,0.6160,0.2434,0.8726,0.5350,0.7949
ALPHA-34-206,16,Female,The Cautious Observer,48.7970,0.3296,0.7233,0.2799,0.4139,0.4265,0.6197,0.7754,0.8261,0.2563,0.1320
ALPHA-96-528,55,Female,The Community Builder,71.0568,0.8371,0.4616,0.7487,0.5236,0.7422,0.4554,0.3862,0.8368,0.8526,0.8758
ALPHA-96-007,30,Female,The Ambitious Entrepreneur,53.9579,0.8278,0.6266,0.4070,0.9043,0.6449,0.4277,0.2723,0.8192,0.7779,0.5993
ALPHA-02-381,51,Female,The Stoic Engineer,67.0403,0.5204,0.4372,0.6727,0.1071,0.6797,0.7466,0.5297,0.9033,0.2727,0.3950
ALPHA-23-897,35,Female,The Cautious Observer,69.3279,0.2533,0.7066,0.5543,0.5320,0.1836,0.8638,0.7193,0.7844,0.3273,0.6628
ALPHA-08-252,16,Female,The Idealistic Activist,65.6533,0.7032,0.8851,0.7828,0.4971,0.4437,0.4452,0.3581,0.3776,0.8597,0.6165
ALPHA-92-658,50,Male,The Cautious Observer,77.1637,0.4650,0.6303,0.8592,0.7245,0.7992,0.8280,0.8090,0.2883,0.2339,0.8522
ALPHA-68-707,46,Male,The Idealistic Activist,65.6220,0.5743,0.1596,0.8674,0.4692,0.7401,0.4987,0.3259,0.3761,0.6878,0.5669
ALPHA-92-929,32,Female,The Stoic Engineer,71.6720,0.6969,0.2761,0.8418,0.2171,0.6603,0.9146,0.5215,0.7044,0.2518,0.6372
ALPHA-23-663,69,Male,The Idealistic Activist,56.6577,0.7976,0.2405,0.8211,0.3573,0.6080,0.4356,0.2494,0.1934,0.6448,0.1807
ALPHA-51-153,65,Male,The Idealistic Activist,68.7930,0.7981,0.3642,0.8671,0.8522,0.2525,0.4725,0.2553,0.4022,0.9450,0.7815
ALPHA-65-620,30,Female,The Stoic Engineer,62.8804,0.6147,0.3270,0.3192,0.4124,0.6684,0.8439,0.6981,0.9060,0.3313,0.1313
ALPHA-51-897,59,Male,The Disillusioned Artist,48.3190,0.1650,0.6784,0.6853,0.5235,0.7868,0.2313,0.4941,0.4554,0.2446,0.3520
ALPHA-54-022,40,Female,The Idealistic Activist,57.8356,0.7423,0.6620,0.9711,0.6399,0.6230,0.1549,0.4808,0.8696,0.7246,0.2741
ALPHA-41-353,55,Female,The Idealistic Activist,57.3928,0.7942,0.5455,0.7351,0.7645,0.7878,0.4396,0.3625,0.7594,0.8238,0.1119
ALPHA-47-189,58,Female,The Stoic Engineer,63.2394,0.3766,0.3650,0.4192,0.6570,0.9356,0.8691,0.6762,0.7088,0.3185,0.7892
ALPHA-52-623,34,Male,The Stoic Engineer,52.3370,0.4429,0.4935,0.2592,0.8916,0.8302,0.8727,0.6191,0.8084,0.3537,0.2725
ALPHA-14-411,58,Female,The Cautious Observer,67.3695,0.3696,0.8594,0.3811,0.8029,0.6853,0.7231,0.8647,0.8757,0.1725,0.6971
ALPHA-48-719,40,Male,The Stoic Engineer,63.8459,0.6355,0.3682,0.1214,0.1629,0.6831,0.8136,0.5625,0.7376,0.3742,0.8352
ALPHA-90-353,31,Male,The Ambitious Entrepreneur,54.0181,0.4642,0.3444,0.2611,0.9171,0.1692,0.6018,0.2303,0.6851,0.7720,0.3882
ALPHA-89-260,44,Female,The Community Builder,70.4809,0.6136,0.6489,0.8200,0.2938,0.7273,0.4096,0.7199,0.8797,0.7380,0.6157
ALPHA-87-194,45,Male,The Cautious Observer,65.9146,0.2796,0.8607,0.4136,0.8954,0.4295,0.8603,0.8368,0.2278,0.2366,0.8206
ALPHA-81-648,40,Male,The Cautious Observer,67.2181,0.3545,0.6171,0.6003,0.3074,0.2049,0.8731,0.8609,0.7557,0.3450,0.7704
ALPHA-91-285,44,Male,The Idealistic Activist,64.9058,0.8767,0.8057,0.8766,0.8503,0.2193,0.3150,0.3887,0.5767,0.7062,0.2233
ALPHA-22-339,31,Male,The Community Builder,71.3183,0.7204,0.4671,0.7510,0.4893,0.1369,0.6997,0.8617,0.5494,0.9553,0.6119
ALPHA-88-106,48,Female,The Community Builder,78.6085,0.9201,0.6962,0.7900,0.6245,0.5253,0.6175,0.8881,0.7687,0.8157,0.6702
ALPHA-22-117,53,Male,The Ambitious Entrepreneur,47.8879,0.5802,0.3077,0.4799,0.8019,0.5351,0.6566,0.1705,0.7501,0.8202,0.1520
ALPHA-14-820,52,Female,The Idealistic Activist,73.5539,0.8357,0.1040,0.9608,0.3656,0.3463,0.4458,0.3918,0.4235,0.8808,0.8156
ALPHA-55-800,44,Female,The Cautious Observer,72.7121,0.4881,0.8282,0.4977,0.3450,0.8315,0.8597,0.9540,0.8072,0.3200,0.4239
ALPHA-85-351,33,Female,The Disillusioned Artist,41.4737,0.3115,0.8934,0.4943,0.5967,0.7916,0.3751,0.2949,0.8173,0.3982,0.1751
ALPHA-63-626,40,Male,The Stoic Engineer,59.1391,0.3008,0.4204,0.8481,0.5997,0.8004,0.7768,0.8455,0.8365,0.1348,0.1479
ALPHA-78-131,27,Male,The Idealistic Activist,70.2863,0.6861,0.4076,0.9293,0.3568,0.3203,0.1078,0.4637,0.8635,0.9002,0.8480
ALPHA-47-864,47,Female,The Community Builder,74.5871,0.7604,0.4233,0.9848,0.1177,0.4373,0.4926,0.7082,0.2802,0.7652,0.8421
ALPHA-31-461,56,Female,The Ambitious Entrepreneur,50.9812,0.2382,0.5491,0.4224,0.7528,0.5635,0.3509,0.2697,0.9123,0.8037,0.8795
ALPHA-31-787,41,Female,The Community Builder,83.2185,0.6670,0.1472,0.9367,0.3358,0.7955,0.6792,0.8747,0.7042,0.7470,0.7351
ALPHA-86-366,64,Female,The Stoic Engineer,56.9810,0.3889,0.2030,0.1950,0.4046,0.8506,0.7324,0.8124,0.8949,0.3715,0.3758
ALPHA-56-195,50,Female,The Stoic Engineer,65.7666,0.6319,0.3476,0.2587,0.4859,0.8835,0.7391,0.7931,0.9090,0.2898,0.5059
ALPHA-68-513,46,Female,The Ambitious Entrepreneur,45.0221,0.1573,0.3261,0.6002,0.7917,0.3434,0.5697,0.2029,0.6045,0.6443,0.4524
ALPHA-79-802,50,Male,The Stoic Engineer,65.9599,0.4670,0.3783,0.3149,0.7722,0.7006,0.7526,0.8519,0.9386,0.2430,0.5777
ALPHA-74-050,37,Male,The Stoic Engineer,60.7648,0.5414,0.3597,0.2965,0.3609,0.6531,0.9202,0.7812,0.7137,0.3072,0.2683
ALPHA-99-901,35,Male,The Community Builder,69.0051,0.7178,0.4179,0.8906,0.6738,0.3248,0.4537,0.4562,0.1681,0.9087,0.5809
ALPHA-74-142,63,Female,The Idealistic Activist,62.2655,0.5972,0.5805,0.7223,0.7331,0.8259,0.2446,0.4656,0.4478,0.6521,0.7952
ALPHA-63-659,41,Male,The Idealistic Activist,73.5445,0.8797,0.8248,0.9620,0.7440,0.2196,0.2407,0.4141,0.7902,0.8110,0.8066
ALPHA-67-846,61,Female,The Cautious Observer,68.2141,0.2514,0.9055,0.8877,0.6295,0.8534,0.8135,0.7496,0.3006,0.2846,0.4846
ALPHA-49-821,42,Male,The Community Builder,65.5544,0.7653,0.4108,0.7538,0.8627,0.5479,0.6124,0.6331,0.7640,0.8284,0.6008
ALPHA-87-570,63,Female,The Cautious Observer,76.6329,0.4744,0.8767,0.7698,0.8033,0.2262,0.7789,0.9896,0.6567,0.1626,0.7366
ALPHA-69-311,28,Female,The Ambitious Entrepreneur,52.4092,0.1176,0.3270,0.7937,0.8432,0.5316,0.5230,0.2403,0.6587,0.6510,0.4150
ALPHA-83-564,16,Male,The Stoic Engineer,72.3054,0.6573,0.4447,0.3613,0.7365,0.8420,0.8174,0.7822,0.9124,0.1853,0.7530
ALPHA-11-977,66,Female,The Disillusioned Artist,49.5179,0.3901,0.5689,0.4993,0.5506,0.7035,0.1977,0.3840,0.5868,0.4009,0.8015
ALPHA-11-308,50,Male,The Cautious Observer,53.8634,0.3358,0.9460,0.3248,0.7996,0.8064,0.7000,0.7085,0.5343,0.1180,0.2368
ALPHA-72-635,37,Male,The Cautious Observer,71.1057,0.4074,0.7700,0.3650,0.3808,0.8010,0.6569,0.9352,0.4196,0.1557,0.7602
ALPHA-93-862,31,Male,The Ambitious Entrepreneur,55.2550,0.4646,0.2296,0.4800,0.7954,0.3657,0.3797,0.1203,0.8996,0.5012,0.7515
ALPHA-88-430,40,Male,The Cautious Observer,59.2465,0.3382,0.7189,0.3850,0.8565,0.3003,0.6220,0.8318,0.2353,0.2800,0.2816
ALPHA-37-767,47,Male,The Ambitious Entrepreneur,44.9696,0.3123,0.4906,0.3247,0.9719,0.6935,0.3994,0.2474,0.7631,0.8386,0.2107
ALPHA-86-649,47,Female,The Cautious Observer,57.9650,0.3881,0.7748,0.2128,0.6164,0.4963,0.6496,0.9352,0.4916,0.2290,0.6031
ALPHA-29-658,33,Male,The Ambitious Entrepreneur,53.8439,0.5261,0.8553,0.3652,0.8244,0.3300,0.4888,0.1833,0.7124,0.8252,0.4695
ALPHA-91-704,38,Male,The Cautious Observer,61.9284,0.2045,0.6168,0.8249,0.3560,0.3120,0.6452,0.9898,0.1348,0.2449,0.2098
ALPHA-89-215,61,Female,The Community Builder,78.8205,0.8658,0.8147,0.9446,0.8083,0.7137,0.7932,0.7654,0.6059,0.7819,0.8596
ALPHA-29-322,42,Male,The Cautious Observer,52.8750,0.3158,0.7486,0.2826,0.6595,0.7940,0.8561,0.7135,0.1316,0.2542,0.2783
ALPHA-17-189,43,Male,The Cautious Observer,78.2739,0.3324,0.9253,0.8261,0.6356,0.1321,0.8294,0.9008,0.8331,0.2715,0.8890
ALPHA-16-269,51,Female,The Idealistic Activist,62.0649,0.6622,0.8377,0.8474,0.1124,0.5517,0.4275,0.4195,0.8546,0.6704,0.4563
ALPHA-03-535,57,Female,The Stoic Engineer,65.1371,0.6844,0.2863,0.5049,0.7698,0.9158,0.7321,0.6173,0.8719,0.3000,0.3209
ALPHA-16-042,38,Female,The Ambitious Entrepreneur,65.1143,0.5829,0.5843,0.5830,0.9724,0.7179,0.5899,0.1825,0.6883,0.8523,0.8610
ALPHA-26-703,47,Male,The Ambitious Entrepreneur,63.2888,0.5179,0.3732,0.8862,0.9288,0.4631,0.6715,0.2532,0.6004,0.8342,0.5441
ALPHA-62-021,29,Male,The Idealistic Activist,61.5647,0.8808,0.4570,0.8679,0.1826,0.5245,0.3396,0.2274,0.1648,0.9202,0.1991
ALPHA-33-338,48,Female,The Cautious Observer,65.4874,0.2229,0.6812,0.8853,0.6989,0.7812,0.6469,0.8653,0.7110,0.1920,0.1613
ALPHA-69-776,25,Male,The Idealistic Activist,53.6137,0.6365,0.8674,0.7975,0.5417,0.5394,0.1822,0.3402,0.6807,0.9463,0.1487
ALPHA-71-182,50,Female,The Cautious Observer,59.8133,0.4031,0.6672,0.2376,0.2451,0.7076,0.7599,0.8782,0.3268,0.2614,0.4683
ALPHA-06-083,44,Female,The Community Builder,72.8826,0.8197,0.4799,0.9807,0.4449,0.4469,0.4873,0.6749,0.7165,0.9703,0.8541
ALPHA-98-428,59,Male,The Cautious Observer,61.9643,0.3421,0.8052,0.6719,0.3473,0.2678,0.8939,0.8957,0.5436,0.1331,0.2312
ALPHA-23-260,18,Male,The Idealistic Activist,65.3503,0.7522,0.4912,0.9467,0.6926,0.1836,0.3439,0.4454,0.5862,0.8025,0.7282
ALPHA-52-008,60,Male,The Cautious Observer,59.3583,0.2487,0.7061,0.4813,0.3711,0.2507,0.8319,0.8748,0.3497,0.2377,0.5143
ALPHA-44-785,48,Female,The Idealistic Activist,61.7840,0.8736,0.6918,0.9266,0.3794,0.4294,0.2111,0.3258,0.1250,0.8606,0.3701
ALPHA-99-968,36,Female,The Cautious Observer,62.4206,0.3240,0.6932,0.2007,0.2261,0.6298,0.6511,0.9729,0.4177,0.2662,0.3981
ALPHA-41-864,55,Male,The Cautious Observer,70.9379,0.3050,0.6571,0.6619,0.1199,0.4806,0.7892,0.8529,0.1116,0.3558,0.7749
ALPHA-54-273,47,Male,The Stoic Engineer,70.1743,0.3899,0.3363,0.8474,0.6288,0.7827,0.8367,0.5300,0.9408,0.3379,0.6779
ALPHA-43-399,25,Male,The Disillusioned Artist,52.9554,0.2772,0.7556,0.4798,0.2165,0.7603,0.3332,0.3694,0.2533,0.3628,0.6209
ALPHA-58-973,23,Male,The Ambitious Entrepreneur,42.7457,0.4504,0.4347,0.3944,0.7118,0.5777,0.3541,0.1660,0.7173,0.7861,0.1173
ALPHA-95-722,37,Female,The Idealistic Activist,68.4930,0.8423,0.8031,0.8424,0.8544,0.8970,0.1743,0.4368,0.5440,0.8536,0.6429
ALPHA-65-938,33,Male,The Community Builder,64.5858,0.8825,0.3271,0.8136,0.7262,0.6861,0.4705,0.3321,0.4831,0.9237,0.7664
ALPHA-10-041,55,Male,The Cautious Observer,65.8364,0.3725,0.7779,0.2503,0.1693,0.7241,0.7852,0.8982,0.6602,0.1254,0.5560
ALPHA-53-800,34,Female,The Stoic Engineer,68.2900,0.6797,0.3683,0.3394,0.8440,0.7396,0.7997,0.6663,0.8346,0.2665,0.5476
ALPHA-09-852,35,Female,The Stoic Engineer,63.5485,0.6199,0.2535,0.3287,0.3293,0.7012,0.8778,0.8120,0.8296,0.3994,0.3968
ALPHA-51-222,44,Female,The Community Builder,74.3701,0.6941,0.4831,0.8774,0.1063,0.2530,0.5242,0.8576,0.4551,0.7738,0.6117
ALPHA-89-225,19,Female,The Community Builder,66.9595,0.6784,0.4699,0.8911,0.6670,0.5838,0.5447,0.1433,0.6368,0.9487,0.6970
ALPHA-38-596,26,Female,The Community Builder,61.7251,0.7227,0.6501,0.8892,0.4901,0.2196,0.4924,0.1659,0.8366,0.8917,0.6719
ALPHA-37-354,38,Male,The Stoic Engineer,68.8516,0.6466,0.3642,0.7537,0.4478,0.7423,0.7122,0.5932,0.8716,0.3315,0.4970
ALPHA-99-769,36,Female,The Cautious Observer,54.0239,0.3364,0.8351,0.1084,0.8968,0.4320,0.6792,0.7962,0.7012,0.2610,0.3065
ALPHA-84-488,75,Male,The Community Builder,75.3207,0.8187,0.2060,0.7032,0.8015,0.2890,0.7595,0.6240,0.4605,0.8483,0.8541
ALPHA-83-583,34,Male,The Idealistic Activist,63.2856,0.6773,0.6054,0.9508,0.4613,0.5647,0.2720,0.3960,0.3507,0.6921,0.3883
